4.817499611055276465e-01,2.674722269866177893e+00,1.635227414119166722e+00
4.840148227638191303e-01,2.754325272249408485e+00,1.605900462372757742e+00
4.862796844221105586e-01,2.830174106551726076e+00,1.578734733215435782e+00
4.885445460804019868e-01,2.902151893849440167e+00,1.553620470543517262e+00
4.908094077386934706e-01,2.970163024789461037e+00,1.530456122918241624e+00
4.930742693969849544e-01,3.034135873928158311e+00,1.509146301044240523e+00
4.953391310552763827e-01,3.093958928839793288e+00,1.489621487119003662e+00
4.976039927135678109e-01,3.149397808413793687e+00,1.471861702098193669e+00
4.998688543718593502e-01,3.200039637641585166e+00,1.455909768235962520e+00
5.021337160301507785e-01,3.245290919075875635e+00,1.441867967103151793e+00
5.043985776884422068e-01,3.284456661474613792e+00,1.429871726326935155e+00
5.066634393467337460e-01,3.316899530228591519e+00,1.420042494570973313e+00
5.089283010050251743e-01,3.342207584930212416e+00,1.412441422501006238e+00
5.111931626633166026e-01,3.360282674079525744e+00,1.407047865101137329e+00
5.134580243216080309e-01,3.371346247606360258e+00,1.403760820132657905e+00
5.157228859798994591e-01,3.375935975878972428e+00,1.402400352664866734e+00
5.179877476381909984e-01,3.374913331458602617e+00,1.402703320300977330e+00
5.202526092964824267e-01,3.369375188631720697e+00,1.404345641519941568e+00
5.225174709547738550e-01,3.360353601559165515e+00,1.407026757730723832e+00
5.247823326130653943e-01,3.348384855737793764e+00,1.410594867769832783e+00
5.270471942713568225e-01,3.333243054650199433e+00,1.415127244373695081e+00
5.293120559296482508e-01,3.314076141205704040e+00,1.420894070367178630e+00
5.315769175879396791e-01,3.289862180664278490e+00,1.428227291203668425e+00
5.338417792462311073e-01,3.259861085614456311e+00,1.437388382031921319e+00
5.361066409045226466e-01,3.223803897005781405e+00,1.448510967924279802e+00
5.383715025628140749e-01,3.181810570198341903e+00,1.461622568263119870e+00
5.406363642211055032e-01,3.134196794675899955e+00,1.476700029314371942e+00
5.429012258793970425e-01,3.081311261923596501e+00,1.493717723950834797e+00
5.451660875376884707e-01,3.023439602941228266e+00,1.512677840071547930e+00
5.474309491959798990e-01,2.960785834411390205e+00,1.533618247028311732e+00
5.496958108542713273e-01,2.893586052080962645e+00,1.556576383348870385e+00
5.519606725125628666e-01,2.822345607646747023e+00,1.581504649750399949e+00
5.542255341708542948e-01,2.748011284969746892e+00,1.608195483764263134e+00
5.564903958291457231e-01,2.671851906335571236e+00,1.636301134865115525e+00
5.587552574874372624e-01,2.595066404372366797e+00,1.665460859083960132e+00
5.610201191457286907e-01,2.518428336074384433e+00,1.695437933932428809e+00
5.632849808040201189e-01,2.442265416466460337e+00,1.726146906793835978e+00
5.655498424623115472e-01,2.366747323577430340e+00,1.757556389544656650e+00
5.678147041206029755e-01,2.292173967287189029e+00,1.789572266798076683e+00
5.700795657788945148e-01,2.219026272183266091e+00,1.822004481197592396e+00
5.723444274371859430e-01,2.147826664879966874e+00,1.854616487389563639e+00
5.746092890954773713e-01,2.078993614995432004e+00,1.887189027047031953e+00
5.768741507537689106e-01,2.012785914861392911e+00,1.919553175011913027e+00
5.791390124120603389e-01,1.949323469410450871e+00,1.951590591113315787e+00
5.814038740703517671e-01,1.888637453523981824e+00,1.983217319708471926e+00
5.836687357286431954e-01,1.830688669449134220e+00,2.014380746562644653e+00
5.859335973869346237e-01,1.775315157886335982e+00,2.045095003822563040e+00
5.881984590452261630e-01,1.722164853028042897e+00,2.075490829838777529e+00
5.904633207035175912e-01,1.670726385888507748e+00,2.105814471257754228e+00
5.927281823618091305e-01,1.620461227187344422e+00,2.136362147864966143e+00
5.949930440201005588e-01,1.570869825859048330e+00,2.167443469575641934e+00
5.972579056783919871e-01,1.521364908426736218e+00,2.199465066729854978e+00
5.995227673366834154e-01,1.471105921586322252e+00,2.233058519184093260e+00
6.017876289949748436e-01,1.419113408675694687e+00,2.269040648196221088e+00
6.040524906532662719e-01,1.364744782530974865e+00,2.308105526077318448e+00
6.063173523115578112e-01,1.308192838293755100e+00,2.350426292671442319e+00
6.085822139698492395e-01,1.250549466561803102e+00,2.395489936748289139e+00
6.108470756281407787e-01,1.193326805136389002e+00,2.442327923554486357e+00
6.131119372864322070e-01,1.137800957592704831e+00,2.489975549776092034e+00
6.153767989447236353e-01,1.084654547613928210e+00,2.537811417728052188e+00
6.176416606030150636e-01,1.034063045027363792e+00,2.585577218520359377e+00
6.199065222613064918e-01,9.860060158614549763e-01,2.633165787846671435e+00
6.221713839195980311e-01,9.405512491776539807e-01,2.680362105036615539e+00
6.244362455778894594e-01,8.980330323083747235e-01,2.726621391776619774e+00
6.267011072361809987e-01,8.591069028934384955e-01,2.770934879069301804e+00
6.289659688944724270e-01,8.246090233312134421e-01,2.811918880820423627e+00
6.312308305527638552e-01,7.952081108664977860e-01,2.848224388637900617e+00
6.334956922110552835e-01,7.710238594929148537e-01,2.879108924460942909e+00
6.357605538693467118e-01,7.514552705373755970e-01,2.904816556531444327e+00
6.380254155276381400e-01,7.353043290177221358e-01,2.926543777108211675e+00
6.402902771859296793e-01,7.210801285938738259e-01,2.946077977241139401e+00
6.425551388442211076e-01,7.073336476770999415e-01,2.965325768797507422e+00
6.448200005025126469e-01,6.929649071918538850e-01,2.985848884775147205e+00
6.470848621608040752e-01,6.774769241251198393e-01,3.008452751868197161e+00
6.493497238190955034e-01,6.610896067739281401e-01,3.032938850604485204e+00
6.516145854773869317e-01,6.446285211502617019e-01,3.058154029030393684e+00
6.538794471356783600e-01,6.292274114948769315e-01,3.082335507844127687e+00
6.561443087939697882e-01,6.159717667135845565e-01,3.103627114484084348e+00
6.584091704522613275e-01,6.055834915676201469e-01,3.120635801589117797e+00
6.606740321105527558e-01,5.982378773629283275e-01,3.132839780623871029e+00
6.629388937688442951e-01,5.936394033375596013e-01,3.140556173774317283e+00
6.652037554271357234e-01,5.913750805985182879e-01,3.144377773468724602e+00
6.674686170854271516e-01,5.913161450355314264e-01,3.144477436951057747e+00
6.697334787437185799e-01,5.937610281828664682e-01,3.140351314752030110e+00
6.719983404020100082e-01,5.992487045437033810e-01,3.131151532193976017e+00
6.742632020603015475e-01,6.082611679992951936e-01,3.116223901344793656e+00
6.765280637185929757e-01,6.210818315461036354e-01,3.095365396631735599e+00
6.787929253768845150e-01,6.378936577751569414e-01,3.068656654861228184e+00
6.810577870351759433e-01,6.590014009261184746e-01,3.036102583373517572e+00
6.833226486934673716e-01,6.850054002305668854e-01,2.997401521930637358e+00
6.855875103517587998e-01,7.168413241124912405e-01,2.951973732884506596e+00
6.878523720100502281e-01,7.557367042418364766e-01,2.899135203004670647e+00
6.901172336683416564e-01,8.032163848500869507e-01,2.838204095515912240e+00
6.923820953266331957e-01,8.612521380959088368e-01,2.768440938835597276e+00
6.946469569849246239e-01,9.325235389808778086e-01,2.688933849635749773e+00
6.969118186432161632e-01,1.020646103162608842e+00,2.598637103493534273e+00
6.991766803015075915e-01,1.130220637685382945e+00,2.496660096474535795e+00
7.014415419597990198e-01,1.266668531522517460e+00,2.382682714410157665e+00
7.037064036180904480e-01,1.435954450561239160e+00,2.257243214269845311e+00
7.059712652763818763e-01,1.644320154768737829e+00,2.121745945710054926e+00
7.082361269346733046e-01,1.898002210881402529e+00,1.978271099692919144e+00
7.105009885929648439e-01,2.202743891308009072e+00,1.829369158178729915e+00
7.127658502512562722e-01,2.562989173322454128e+00,1.677898741575569286e+00
7.150307119095478114e-01,2.980977111868831742e+00,1.526821828065882514e+00
7.172955735678392397e-01,3.456227947379847176e+00,1.378895158964697609e+00
7.195604352261306680e-01,3.985815470956383777e+00,1.236331038299856466e+00
7.218252968844220963e-01,4.565400529315061462e+00,1.100566715358968883e+00
7.240901585427135245e-01,5.190651329663546143e+00,9.722137783792221821e-01
7.263550202010050638e-01,5.858701275975705336e+00,8.511450109616278681e-01
7.286198818592964921e-01,6.569493218261286849e+00,7.366362709353933003e-01
7.308847435175880314e-01,7.326695686010929798e+00,6.275483436443802798e-01
7.331496051758794597e-01,8.137171441872348865e+00,5.226303338151381261e-01
7.354144668341708879e-01,9.007361201703940168e+00,4.210308103984372607e-01
7.376793284924623162e-01,9.935521281124005455e+00,3.229566209386485198e-01
7.399441901507537445e-01,1.090102319293893807e+01,2.302163089865945089e-01
7.422090518090451727e-01,1.185474089621518345e+01,1.463451015257257737e-01
7.444739134673367120e-01,1.271565431729825413e+01,7.623910691061119849e-02
7.467387751256281403e-01,1.337710582801249259e+01,2.552823925398373106e-02
7.490036367839196796e-01,1.372299598520557318e+01,0.000000000000000000e+00
7.512684984422111079e-01,1.365138146800765284e+01,5.232241770534606928e-03
7.535333601005025361e-01,1.310051042418456291e+01,4.642177160167104688e-02
7.557982217587939644e-01,1.207001056773798986e+01,1.283490540813363445e-01
7.580630834170853927e-01,1.062939501564156153e+01,2.554496869154410099e-01
7.603279450753768209e-01,8.909333813837669425e+00,4.319734944088864381e-01
7.625928067336683602e-01,7.077287359231875463e+00,6.621822717911260980e-01
7.648576683919597885e-01,5.304522641894790169e+00,9.505131793883629943e-01
7.671225300502513278e-01,3.733777018061254616e+00,1.301652638032837261e+00
7.693873917085427561e-01,2.456062526134988655e+00,1.720513496243071927e+00
7.716522533668341843e-01,1.502191750565377903e+00,2.212147756042008417e+00
7.739171150251256126e-01,8.499633848486647381e-01,2.781634971802153355e+00
7.761819766834170409e-01,4.426844071057594032e-01,3.433971126851692812e+00
7.784468383417085802e-01,2.112117252818196123e-01,4.173967175986131650e+00
7.807117000000000084e-01,9.189671825894123181e-02,5.006162924899621558e+00
