3.300042300000000095e-01,5.710828309819262328e-05,1.238963435353522158e+01
3.322690916582914933e-01,8.298077660479832721e-05,1.201597454889178707e+01
3.345339533165829216e-01,1.161995695609903883e-04,1.167927438257565065e+01
3.367988149748744053e-01,1.576660201476870037e-04,1.137410452341999267e+01
3.390636766331658336e-01,2.089353426017618383e-04,1.109255868413258739e+01
3.413285382914573174e-01,2.743763976777259853e-04,1.082008264483391002e+01
3.435933999497487457e-01,3.628540786567763699e-04,1.054058275641726539e+01
3.458582616080402294e-01,4.866843498267730498e-04,1.024696776205754212e+01
3.481231232663316577e-01,6.581286594198536939e-04,9.945183079447367902e+00
3.503879849246231415e-01,8.870689459987301682e-04,9.646660813979796245e+00
3.526528465829145698e-01,1.183880969627005425e-03,9.358030244711592616e+00
3.549177082412060535e-01,1.568059914253824459e-03,9.076989111890789275e+00
3.571825698994974818e-01,2.078603198973819673e-03,8.795132114535009649e+00
3.594474315577889656e-01,2.778838661674630506e-03,8.504795150887405342e+00
3.617122932160803939e-01,3.747880426111621557e-03,8.205637783228180382e+00
3.639771548743718776e-01,5.056933667994751094e-03,7.906067938566986975e+00
3.662420165326633059e-01,6.742118251804775017e-03,7.618454087478472303e+00
3.685068781909547897e-01,8.795904813101404138e-03,7.352541992688036210e+00
3.707717398492462180e-01,1.119181350657143421e-02,7.111645669586905250e+00
3.730366015075377017e-01,1.393189811990853087e-02,6.892647203901107744e+00
3.753014631658291300e-01,1.708512953954889613e-02,6.688619776108399861e+00
3.775663248241206138e-01,2.078974951733146212e-02,6.492368190141124096e+00
3.798311864824120976e-01,2.522046769860068760e-02,6.299172368595012728e+00
3.820960481407035259e-01,3.054415494585198745e-02,6.107654903865911145e+00
3.843609097989949541e-01,3.688892605594718682e-02,5.918916844589562132e+00
3.866257714572864379e-01,4.434158338321050191e-02,5.734905330118651001e+00
3.888906331155779217e-01,5.297530870952679716e-02,5.557002312115823628e+00
3.911554947738693500e-01,6.288973364133193522e-02,5.385445310473969904e+00
3.934203564321608337e-01,7.423548462824007543e-02,5.219585978360898437e+00
3.956852180904522620e-01,8.721628975707691744e-02,5.058437121100991085e+00
3.979500797487437458e-01,1.020848795392105823e-01,4.901023624127388345e+00
4.002149414070351741e-01,1.191312667500504380e-01,4.746602276613173466e+00
4.024798030653266578e-01,1.386370935200230692e-01,4.594968562746185370e+00
4.047446647236180861e-01,1.608030466722615848e-01,4.446647940177885339e+00
4.070095263819095699e-01,1.857166884683171260e-01,4.302605911493116331e+00
4.092743880402009982e-01,2.134177793841297299e-01,4.163576593485670330e+00
4.115392496984924819e-01,2.440290020995353748e-01,4.029541164416605703e+00
4.138041113567839102e-01,2.778500759021661493e-01,3.899746570807395507e+00
4.160689730150753940e-01,3.153306693365475200e-01,3.773206411554745010e+00
4.183338346733668223e-01,3.569198973196699431e-01,3.649316864362590174e+00
4.205986963316583060e-01,4.028829460092844816e-01,3.528182180506695964e+00
4.228635579899497898e-01,4.532162779944958197e-01,3.410458797296352262e+00
4.251284196482412181e-01,5.077188535965906357e-01,3.296900387136794119e+00
4.273932813065326464e-01,5.661275605747375650e-01,3.188008818859168425e+00
4.296581429648241301e-01,6.281826824978298252e-01,3.083997223846630220e+00
4.319230046231156139e-01,6.936408377719913698e-01,2.984873941989668822e+00
4.341878662814070422e-01,7.623780386115104335e-01,2.890385697383710539e+00
4.364527279396984705e-01,8.345779568273619109e-01,2.799902087562842645e+00
4.387175895979899543e-01,9.107527023457073767e-01,2.712556840660587554e+00
4.409824512562814380e-01,9.914036906522674109e-01,2.627706435463310619e+00
4.432473129145728663e-01,1.076512985221120156e+00,2.545345864534250158e+00
4.455121745728643501e-01,1.165310199436974337e+00,2.466085647541519155e+00
4.477770362311557784e-01,1.256570510187949630e+00,2.390686771955512935e+00
4.500418978894472621e-01,1.349244939209370608e+00,2.319527833035929909e+00
4.523067595477386904e-01,1.442929434398025457e+00,2.252397588143002061e+00
4.545716212060301742e-01,1.537813133803781929e+00,2.188711600503515431e+00
4.568364828643216580e-01,1.634201526293627582e+00,2.127918642789979220e+00
4.591013445226130862e-01,1.732061666426037094e+00,2.069760551049416364e+00
4.613662061809045145e-01,1.830943865586397656e+00,2.014241357295570634e+00
4.636310678391959983e-01,1.930228646334724019e+00,1.961434499224614658e+00
4.658959294974874821e-01,2.029372792098194545e+00,1.911346188824865955e+00
4.681607911557789103e-01,2.127926132734600628e+00,1.863925105911810931e+00
4.704256528140703386e-01,2.225385252649037859e+00,1.819142916839981750e+00
4.726905144723618224e-01,2.321105258946635441e+00,1.777029487776026428e+00
4.749553761306533062e-01,2.414382238826325633e+00,1.737629512074459370e+00
4.772202377889447344e-01,2.504624043934883915e+00,1.700934323716088326e+00
4.794850994472361627e-01,2.591460679060428429e+00,1.666851279237885119e+00
